Profile 1             
x       y           
[m]     [m]         
0  1,5911207e-007            
0,00010739398  1,6629271e-007            
0,00021478795  1,7465198e-007            
0,00032218193  1,837914e-007            
0,0004295759  1,9315127e-007            
0,00053696988  2,0208324e-007            
0,00064436385  2,0993671e-007            
0,00075175783  2,1617123e-007            
0,0008591518  2,204217e-007            
0,00096654578  2,2254954e-007            
0,0010739398  2,2264874e-007            
0,0011813337  2,2101035e-007            
0,0012887277  2,1805814e-007            
0,0013961217  2,1427412e-007            
0,0015035157  2,1013155e-007            
0,0016109096  2,0604585e-007            
0,0017183036  2,0234518e-007            
0,0018256976  1,9925657e-007            
0,0019330916  1,9690189e-007            
0,0020404855  1,953005e-007            
0,0021478795  1,9437837e-007            
0,0022552735  1,9398527e-007            
0,0023626675  1,9392092e-007            
0,0024700614  1,9396855e-007            
0,0025774554  1,9393088e-007            
0,0026848494  1,9366169e-007            
0,0027922434  1,9308596e-007            
0,0028996373  1,9220394e-007            
0,0030070313  1,9107861e-007            
0,0031144253  1,8981021e-007            
0,0032218193  1,8850509e-007            
0,0033292132  1,8724771e-007            
0,0034366072  1,8608387e-007            
0,0035440012  1,8501954e-007            
0,0036513952  1,8403442e-007            
0,0037587891  1,831042e-007            
0,0038661831  1,8222164e-007            
0,0039735771  1,8140693e-007            
0,0040809711  1,8070165e-007            
0,004188365  1,8014738e-007            
0,004295759  1,7975739e-007            
0,004403153  1,7949371e-007            
0,004510547  1,7926107e-007            
0,0046179409  1,7892276e-007            
0,0047253349  1,7833448e-007            
0,0048327289  1,773847e-007            
0,0049401229  1,7602751e-007            
0,0050475168  1,7429706e-007            
0,0051549108  1,7229945e-007            
0,0052623048  1,7018527e-007            
0,0053696988  1,6811087e-007            
0,0054770927  1,6619871e-007            
0,0055844867  1,6450775e-007            
0,0056918807  1,6302288e-007            
0,0057992747  1,6166821e-007            
0,0059066686  1,6034115e-007            
0,0060140626  1,5895539e-007            
0,0061214566  1,5747612e-007            
0,0062288506  1,55933e-007            
0,0063362445  1,544061e-007            
0,0064436385  1,5299219e-007            
0,0065510325  1,5176705e-007            
0,0066584265  1,5076058e-007            
0,0067658204  1,4995481e-007            
0,0068732144  1,4930545e-007            
0,0069806084  1,487773e-007            
0,0070880024  1,4837852e-007            
0,0071953963  1,4817813e-007            
0,0073027903  1,4829712e-007            
0,0074101843  1,4887361e-007            
0,0075175783  1,5001472e-007            
0,0076249722  1,5175452e-007            
0,0077323662  1,5403648e-007            
0,0078397602  1,5672816e-007            
0,0079471542  1,5966161e-007            
0,0080545481  1,626817e-007            
0,0081619421  1,6568262e-007            
0,0082693361  1,686205e-007            
0,0083767301  1,7149897e-007            
0,008484124  1,7434763e-007            
0,008591518  1,7719203e-007            
0,008698912  1,8003519e-007            
0,008806306  1,8285955e-007            
0,0089136999  1,856429e-007            
0,0090210939  1,8838061e-007            
0,0091284879  1,9110348e-007            
0,0092358819  1,9388188e-007            
0,0093432758  1,968137e-007            
0,0094506698  1,9999962e-007            
0,0095580638  2,0351453e-007            
0,0096654578  2,0738442e-007            
0,0097728517  2,1157615e-007            
0,0098802457  2,1600248e-007            
0,0099876397  2,2053955e-007            
0,010095034  2,2505017e-007            
0,010202428  2,2940529e-007            
0,010309822  2,3349855e-007            
0,010417216  2,3725379e-007            
0,01052461  2,4062833e-007            
0,010632004  2,4361356e-007            
0,010739398  2,4623083e-007            
0,010846791  2,4851759e-007            
0,010954185  2,5050245e-007            
0,011061579  2,5217651e-007            
0,011168973  2,5347682e-007            
0,011276367  2,5429735e-007            
0,011383761  2,5453075e-007            
0,011491155  2,5412605e-007            
0,011598549  2,5313462e-007            
0,011705943  2,5171836e-007            
0,011813337  2,5011032e-007            
0,011920731  2,4854006e-007            
0,012028125  2,4715267e-007            
0,012135519  2,4595348e-007            
0,012242913  2,4480063e-007            
0,012350307  2,4344848e-007            
0,012457701  2,4162566e-007            
0,012565095  2,3911896e-007            
0,012672489  2,3583279e-007            
0,012779883  2,318057e-007            
0,012887277  2,2718343e-007            
0,012994671  2,2216564e-007            
0,013102065  2,1695016e-007            
0,013209459  2,1169466e-007            
0,013316853  2,065032e-007            
0,013424247  2,0143396e-007            
0,013531641  1,9651932e-007            
0,013639035  1,9179035e-007            
0,013746429  1,8730022e-007            
0,013853823  1,8314109e-007            
0,013961217  1,7944794e-007            
0,014068611  1,7638344e-007            
0,014176005  1,7410445e-007            
0,014283399  1,7272003e-007            
0,014390793  1,7225812e-007            
0,014498187  1,7265615e-007            
0,014605581  1,7378083e-007            
0,014712975  1,7546859e-007            
0,014820369  1,7756966e-007            
0,014927763  1,7997936e-007            
0,015035157  1,8264889e-007            
0,015142551  1,8557771e-007            
0,015249944  1,8879537e-007            
0,015357338  1,923406e-007            
0,015464732  1,9624246e-007            
0,015572126  2,0050619e-007            
0,01567952  2,0510601e-007            
0,015786914  2,0998683e-007            
0,015894308  2,1507537e-007            
0,016001702  2,2029716e-007            
0,016109096  2,2559236e-007            
0,01621649  2,3092361e-007            
0,016323884  2,3627417e-007            
0,016431278  2,4163203e-007            
0,016538672  2,4697155e-007            
0,016646066  2,5223851e-007            
0,01675346  2,573447e-007            
0,016860854  2,6217291e-007            
0,016968248  2,6658967e-007            
0,017075642  2,7046091e-007            
0,017183036  2,7366684e-007            
0,01729043  2,7611322e-007            
0,017397824  2,7773724e-007            
0,017505218  2,7850703e-007            
0,017612612  2,7841589e-007            
0,017720006  2,7747486e-007            
0,0178274  2,757081e-007            
0,017934794  2,7315398e-007            
0,018042188  2,6986981e-007            
0,018149582  2,659344e-007            
0,018256976  2,6144263e-007            
0,01836437  2,5649136e-007            
0,018471764  2,5116235e-007            
0,018579158  2,4551161e-007            
0,018686552  2,3957222e-007            
0,018793946  2,333712e-007            
0,01890134  2,2695316e-007            
0,019008734  2,2040005e-007            
0,019116128  2,1383804e-007            
0,019223522  2,0742875e-007            
0,019330916  2,0134918e-007            
0,01943831  1,9576898e-007            
0,019545703  1,9083283e-007            
0,019653097  1,8665173e-007            
0,019760491  1,8330165e-007            
0,019867885  1,8082593e-007            
0,019975279  1,7923879e-007            
0,020082673  1,7853063e-007            
0,020190067  1,7867692e-007            
0,020297461  1,7965142e-007            
0,020404855  1,8144005e-007            
0,020512249  1,8404951e-007            
0,020619643  1,8750484e-007            
0,020727037  1,9183462e-007            
0,020834431  1,970478e-007            
0,020941825  2,0310974e-007            
0,021049219  2,0992517e-007            
0,021156613  2,1733402e-007            
0,021264007  2,2512224e-007            
0,021371401  2,3304646e-007            
0,021478795  2,4086782e-007            
0,021586189  2,4838694e-007            
0,021693583  2,5546999e-007            
0,021800977  2,6205627e-007            
0,021908371  2,6814275e-007            
0,022015765  2,737494e-007            
0,022123159  2,7887738e-007            
0,022230553  2,8347641e-007            
0,022337947  2,8743417e-007            
0,022445341  2,905918e-007            
0,022552735  2,9277891e-007            
0,022660129  2,9385472e-007            
0,022767523  2,937409e-007            
0,022874917  2,9243574e-007            
0,022982311  2,9000629e-007            
0,023089705  2,8656221e-007            
0,023197099  2,8222053e-007            
0,023304493  2,7707435e-007            
0,023411887  2,7117775e-007            
0,023519281  2,6455424e-007            
0,023626675  2,5722675e-007            
0,023734069  2,4925726e-007            
0,023841462  2,4077867e-007            
0,023948856  2,3200285e-007            
0,02405625  2,2321362e-007            
0,024163644  2,147226e-007            
0,024271038  2,0683886e-007            
0,024378432  1,998482e-007            
0,024485826  1,9401034e-007            
0,02459322  1,8956579e-007            
0,024700614  1,8673736e-007            
0,024808008  1,8571416e-007            
0,024915402  1,8661752e-007            
0,025022796  1,8946111e-007            
0,02513019  1,9412443e-007            
0,025237584  2,003547e-007            
0,025344978  2,0780032e-007            
0,025452372  2,1606556e-007            
0,025559766  2,2476888e-007            
0,02566716  2,3358852e-007            
0,025774554  2,4228704e-007            
0,025881948  2,5071482e-007            
0,025989342  2,5879762e-007            
0,026096736  2,6651359e-007            
0,02620413  2,7386353e-007            
0,026311524  2,8083767e-007            
0,026418918  2,8738421e-007            
0,026526312  2,9338721e-007            
0,026633706  2,9866132e-007            
0,0267411  3,0296724e-007            
0,026848494  3,060452e-007            
0,026955888  3,0765823e-007            
0,027063282  3,0763385e-007            
0,027170676  3,0589282e-007            
0,02727807  3,0245737e-007            
0,027385464  2,9743735e-007            
0,027492858  2,9100016e-007            
0,027600252  2,8333756e-007            
0,027707646  2,7464401e-007            
0,02781504  2,6511644e-007            
0,027922434  2,5497455e-007            
0,028029828  2,4448904e-007            
0,028137222  2,3399987e-007            
0,028244615  2,2391009e-007            
0,028352009  2,1465241e-007            
0,028459403  2,0663868e-007            
0,028566797  2,0020967e-007            
0,028674191  1,956014e-007            
0,028781585  1,9293602e-007            
0,028888979  1,9223514e-007            
0,028996373  1,9344627e-007            
0,029103767  1,9647049e-007            
0,029211161  2,0118195e-007            
0,029318555  2,0743481e-007            
0,029425949  2,1505919e-007            
0,029533343  2,238525e-007            
0,029640737  2,335732e-007            
0,029748131  2,4394175e-007            
0,029855525  2,5464823e-007            
0,029962919  2,6536306e-007            
0,030070313  2,757471e-007            
0,030177707  2,8546108e-007            
0,030285101  2,9417757e-007            
0,030392495  3,0159905e-007            
0,030499889  3,0748206e-007            
0,030607283  3,1166157e-007            
0,030714677  3,1406718e-007            
0,030822071  3,1472331e-007            
0,030929465  3,1373075e-007            
0,031036859  3,11233e-007            
0,031144253  3,0737648e-007            
0,031251647  3,0227665e-007            
0,031359041  2,9600184e-007            
0,031466435  2,8858259e-007            
0,031573829  2,8004662e-007            
0,031681223  2,7046791e-007            
0,031788617  2,6002833e-007            
0,031896011  2,4904589e-007            
0,032003405  2,3797757e-007            
0,032110799  2,2738442e-007            
0,032218193  2,1786399e-007            
0,032325587  2,0996824e-007            
0,032432981  2,0412976e-007            
0,032540374  2,0061514e-007            
0,032647768  1,9951383e-007            
0,032755162  2,0075777e-007            
0,032862556  2,0415995e-007            
0,03296995  2,0945935e-007            
0,033077344  2,1636438e-007            
0,033184738  2,2459098e-007            
0,033292132  2,3389172e-007            
0,033399526  2,4406989e-007            
0,03350692  2,5497151e-007            
0,033614314  2,6645225e-007            
0,033721708  2,7832511e-007            
0,033829102  2,9030651e-007            
0,033936496  3,0198416e-007            
0,03404389  3,1282752e-007            
0,034151284  3,2224564e-007            
0,034258678  3,2967696e-007            
0,034366072  3,3467943e-007            
0,034473466  3,3698937e-007            
0,03458086  3,3653347e-007            
0,034688254  3,3340167e-007            
0,034795648  3,2780425e-007            
0,034903042  3,2003548e-007            
0,035010436  3,1045252e-007            
0,03511783  2,9946324e-007            
0,035225224  2,8751176e-007            
0,035332618  2,7505729e-007            
0,035440012  2,6255219e-007            
0,035547406  2,5042998e-007            
0,0356548  2,3910902e-007            
0,035762194  2,2900669e-007            
0,035869588  2,2055071e-007            
0,035976982  2,1417327e-007            
0,036084376  2,1028128e-007            
0,03619177  2,0920624e-007            
0,036299164  2,1114633e-007            
0,036406558  2,1611695e-007            
0,036513952  2,2392447e-007            
0,036621346  2,3417186e-007            
0,03672874  2,4629646e-007            
0,036836134  2,5963261e-007            
0,036943527  2,7348641e-007            
0,037050921  2,8720838e-007            
0,037158315  3,0025128e-007            
0,037265709  3,1220304e-007            
0,037373103  3,2278917e-007            
0,037480497  3,3184499e-007            
0,037587891  3,3926565e-007            
0,037695285  3,4494981e-007            
0,037802679  3,4875644e-007            
0,037910073  3,5049136e-007            
0,038017467  3,499303e-007            
0,038124861  3,4687223e-007            
0,038232255  3,412058e-007            
0,038339649  3,3296809e-007            
0,038447043  3,223783e-007            
0,038554437  3,0983949e-007            
